Câmpus;Curso;Cotas;Forma de ingresso;Numero de pessoas;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);19;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);7;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);11;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Reingresso;10;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Reopção;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Seleção Geral Graduação (SiSU);488;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);199;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);7;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);18;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);11;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);126;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;247;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);154;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);16;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Compulsória;35;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);28;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Facultativa;22;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Intercampi;25;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);755;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);38;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência SISU;749;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Cursos de Extensão - Candidatos Pretos, Pardos ou Indígenas;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Edital de Seleção - Aluno especial / Não regular;3;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública;170;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PCD;13;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PPI;84;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PPI + PCD;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda;158;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda + PCD;7;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;93;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI + PCD;5;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ingresso pós-graduação: ampla concorrência;414;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Ingresso pós-graduação: pessoa com deficiência;3;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;68;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Intercâmbio;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado;41;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;385;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);12;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);3;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);9;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Reingresso;5;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Reopção;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Seleção Geral Graduação (SiSU);266;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);206;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);5;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);13;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);138;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;249;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);164;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);15;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Compulsória;24;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);29;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Facultativa;15;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Intercampi;26;
